 ,Email ,Address ,Avatar ,Avg. Session Length ,Time on App ,Time on Website ,Length of Membership ,Yearly Amount Spent
185,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,34.224864,16.221635,27.547370,5.202008,509.535078
186,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,23.368775,7.889393,36.626900,3.699241,676.864625
187,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,27.377228,18.232250,30.930059,3.033479,354.223790
188,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.657487,15.627714,33.553642,2.649925,552.799013
189,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,34.869902,10.883468,36.001000,2.731161,483.716554
190,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,29.960056,13.781043,37.865670,4.249848,705.916291
191,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,32.549808,9.568984,35.993748,4.398283,709.319862
192,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,24.042652,9.114508,40.795925,2.830177,687.208982
193,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,37.820612,10.625449,30.199941,5.365148,537.922114
194,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,26.935475,17.940992,28.973791,4.406686,503.954638
195,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,27.307273,14.325252,35.939016,3.276534,576.706621
196,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,28.841509,9.251995,33.373060,3.696041,460.104233
197,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.500541,16.808555,39.003818,3.447727,637.539651
198,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,29.336734,16.632612,28.179890,3.116202,671.020031
199,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,26.533522,13.393051,26.625500,2.076150,571.362560
200,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,22.567034,11.313256,30.440786,3.584282,493.798905
201,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,33.247153,8.301747,28.408471,5.598117,390.938177
202,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,22.962541,15.710995,25.252453,3.721552,474.917943
203,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,32.941133,12.134827,31.472194,3.585851,607.882243
204,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,32.054643,13.931332,33.058911,2.763471,595.182112
205,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,27.161044,13.181712,37.102693,5.670116,343.189742
206,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,29.657104,16.385434,36.633002,4.605420,607.245697
207,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,32.968749,15.012205,41.512361,3.937994,506.572652
208,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,32.343153,13.427296,36.395693,5.090689,613.340963
209,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,33.721518,12.167219,35.509881,4.381684,346.030950
210,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,23.495577,11.556572,33.563481,3.406762,380.814218
211,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.723583,15.387901,37.112041,2.974474,418.294457
212,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,33.004907,8.983471,34.296642,4.500900,414.044371
213,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,34.490330,13.413831,28.779330,2.544049,399.240037
214,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,33.367268,11.749561,34.295833,4.178580,556.884718
215,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,35.556316,10.403420,24.760644,3.545645,378.674634
216,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.641496,16.717350,28.366220,3.569489,594.177410
217,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,35.315062,16.221028,34.024731,4.068756,443.174490
218,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,32.326129,10.476833,30.843547,2.520199,514.131380
219,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,25.616459,16.436212,28.771004,3.024999,546.658705
220,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.783292,9.361719,32.936790,4.463744,668.132540
221,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,37.606022,18.073707,32.768592,3.121105,442.150415
222,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,26.498385,15.805898,25.688258,5.318628,682.722833
223,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,30.641072,10.168337,30.366845,4.819859,540.426080
224,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,38.932541,11.040148,42.556349,3.622422,704.183519
225,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,24.544211,13.583119,31.788499,3.653096,590.074600
226,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,24.229467,8.049634,35.021852,4.794831,594.770006
227,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,30.602234,13.497586,42.934845,2.888860,573.276689
228,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,26.159810,13.531595,32.320921,5.407062,642.034142
229,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,30.417371,10.009727,37.017501,5.008329,572.098149
230,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,29.293978,17.013993,36.311243,3.819703,482.021375
231,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,30.835062,15.742349,26.495487,2.932046,496.963798
232,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,21.171491,14.141870,27.726485,3.921714,421.139283
233,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,27.875933,17.494991,30.011774,2.587250,487.810305
234,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,27.754375,12.109390,40.878356,5.095972,313.080291
235,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,34.235395,16.980891,34.810949,2.768435,464.816658
236,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,34.412957,13.169842,25.329028,4.547343,421.522141
237,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,25.603908,15.736700,39.287789,4.207186,476.796470
238,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,27.460315,10.259617,26.674687,4.150758,601.835908
239,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,28.052415,18.725606,34.848827,4.695398,448.126988
240,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,26.488993,12.313335,34.031559,5.203768,334.016581
241,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,35.344783,10.983518,36.578797,5.736889,584.720559
242,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,29.282073,13.928649,25.862370,4.149501,339.073926
243,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,23.665998,12.387662,38.413427,5.014739,492.013673
244,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.855178,14.155206,36.961183,2.795479,569.713523
245,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,33.070492,12.596093,35.310103,3.366625,549.914253
246,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,35.591773,16.024696,32.071683,5.716571,689.593763
247,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,32.571127,10.740256,33.598840,3.550229,538.017158
248,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,28.728414,17.899207,34.649936,4.190533,531.220322
249,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,25.135302,16.859376,26.654692,5.013904,602.642909
250,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,26.278845,10.843130,27.101369,5.109907,527.408053
251,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,36.530169,13.841367,38.176295,4.038747,498.280497
252,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,29.636261,16.386504,36.491081,3.285117,609.407189
253,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.593205,16.900384,26.911613,3.841686,387.375337
254,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,31.037319,9.837937,35.816481,3.082786,530.096125
255,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.848792,14.018401,37.520453,4.350644,355.210847
256,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,25.628621,14.169261,24.404363,3.998883,581.596049
257,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,35.013978,9.793649,29.838988,3.899722,297.162372
258,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,26.787610,12.476096,37.353507,4.577620,353.413848
259,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,29.500863,16.046809,40.468579,3.751461,528.491361
260,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,32.974138,9.868768,34.199959,2.842260,545.928066
261,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,29.220276,14.914402,31.408802,3.076380,376.093213
262,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,28.818108,16.175785,26.056934,4.159910,442.566073
263,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,32.601080,8.042519,41.503381,5.009612,578.111282
264,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,36.740227,13.444656,35.155755,4.032060,597.681980
265,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,33.431066,8.882762,31.294861,4.255738,488.921031
266,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,26.190879,9.332543,35.352084,4.764212,545.566454
267,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,24.366199,9.529578,35.760268,3.734226,546.671899
268,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.910300,8.665170,34.653822,4.060832,263.422326
269,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.536250,8.983235,33.710185,3.536680,556.593241
270,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,26.566269,13.742315,24.882171,5.228336,616.459792
271,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,30.126309,17.315005,24.252407,5.292777,565.736363
272,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,34.209486,17.445804,28.563729,4.991907,551.632899
273,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,30.854135,18.415867,34.096972,4.122561,331.149755
274,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,30.993075,10.619925,25.820777,3.738688,558.468280
275,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,31.656092,15.494333,27.225307,3.671178,363.510689
276,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,26.824667,7.952230,34.026380,3.860975,607.488757
277,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,35.450706,9.549069,40.047374,5.137406,388.501136
278,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,25.275489,9.456246,32.613306,3.906427,475.958159
279,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,27.932215,14.483246,34.797559,2.580409,534.443596
280,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,29.738284,14.545090,26.604688,4.777518,486.623580
281,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,29.182036,10.179128,41.835720,4.209068,628.724386
282,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,31.856753,12.330933,41.923274,4.627739,526.083857
283,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,25.717142,16.805819,29.887666,4.603814,685.763252
284,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,30.453998,10.525054,35.417092,5.728087,322.003442
285,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,26.054673,8.197305,34.876810,3.154953,631.755563
286,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,31.314127,17.554735,36.068959,3.947213,500.946068
287,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,36.457279,15.435460,40.227135,3.846297,653.858100
288,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,31.012551,10.977096,33.290403,3.260435,500.085639
289,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,22.057981,10.062153,32.711333,3.042865,607.064189
290,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,31.273294,13.876878,28.622208,4.681358,576.062811
291,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,28.308657,10.387906,37.677672,4.724359,576.136081
292,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,29.203661,15.020969,41.564499,4.535612,320.613793
293,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,20.793750,13.148459,30.908115,4.603843,573.565707
294,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,24.434383,15.753840,23.626745,3.871103,584.581418
295,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,34.402086,16.427865,30.404339,4.337178,618.239243
296,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,26.857582,8.482493,30.316076,3.428013,415.357552
297,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,25.189017,11.211143,28.260738,3.403365,597.010420
298,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,29.877532,11.194060,35.709603,3.943102,376.885860
299,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,36.455638,12.804915,29.988859,3.530474,683.057219
300,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,28.137634,9.214115,31.565461,4.013760,631.503901
301,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,31.022205,17.483155,31.824903,4.677722,424.747563
302,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,31.930081,11.988542,38.674794,4.775987,539.168659
303,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,25.127524,18.638283,35.104638,4.785574,429.279541
304,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,25.270223,14.960874,25.509139,4.741688,263.835512
305,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,25.502840,14.870383,35.214097,5.252455,601.751908
306,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,28.504841,10.305295,31.192237,4.630037,662.238942
307,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,29.902258,15.327895,31.419445,3.679247,561.657579
308,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,32.057417,17.563402,34.906672,5.201635,649.066323
309,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,32.924299,8.902908,34.174755,4.618173,599.929149
310,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,26.122051,11.307211,42.666300,3.607847,535.008311
311,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,27.299629,11.995477,37.252560,2.675132,419.857639
312,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,24.020666,16.837987,39.578449,4.531360,449.903078
313,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,25.364164,12.559708,33.065216,5.050159,523.700165
314,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,27.497990,12.897455,31.400792,4.581637,470.324090
315,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.302792,16.727812,31.084283,5.483298,644.428707
316,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,32.789558,11.917169,34.206939,5.299584,558.342234
317,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,33.596467,12.669723,26.396675,4.936997,613.636234
318,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,34.588278,11.642819,34.848743,3.546566,512.102166
319,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,29.988968,8.404538,36.243629,3.878633,514.207149
320,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,33.703654,7.353195,41.801553,4.183153,500.573722
321,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,27.415382,12.943839,41.766702,4.292261,453.332475
322,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,30.868813,11.345251,35.362004,3.198619,443.807166
323,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,32.168195,16.061407,34.636295,3.695021,597.274264
324,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,31.664750,16.755163,32.031922,5.424203,421.668055
325,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,25.273333,13.236842,35.373392,3.319154,466.183504
326,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,25.448748,11.330297,25.938204,2.582184,736.410983
327,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,35.459593,17.185254,28.973900,4.360176,576.825229
328,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,28.743392,13.723684,41.006778,3.375327,342.220062
329,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,26.505653,9.144835,26.546367,4.046278,569.396460
330,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,33.617359,17.161565,31.525555,3.756739,486.753340
331,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,30.755977,13.906439,35.139906,3.188465,514.262380
332,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,32.660970,9.440231,27.875686,3.988779,419.082079
333,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,27.060237,10.420755,43.414105,4.067799,325.360329
334,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,28.843855,15.269214,30.135794,4.718077,215.060309
335,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,24.062925,13.813579,39.572232,4.126749,463.380423
336,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,33.061588,10.826045,31.566306,4.119660,363.871885
337,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,28.050224,18.463499,29.498143,2.439369,458.315992
338,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,31.780927,16.879048,32.400775,3.715444,466.243853
339,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,24.139007,12.546613,30.237290,2.787988,442.978328
340,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,30.028486,13.637176,29.208082,4.524037,228.244368
341,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,33.388696,15.103726,24.470345,4.355089,552.746007
342,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,22.252793,15.132297,32.173237,2.716313,411.748973
343,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,30.493043,14.758803,33.157191,5.491759,663.402556
344,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,28.246254,9.712378,32.399063,3.450954,568.649353
345,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.374678,9.624649,34.090398,2.806842,585.608623
346,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,21.999409,9.525978,32.374220,5.466040,707.800598
347,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,24.052162,13.907172,29.999521,4.413198,323.591947
348,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,36.006292,16.788607,34.468753,4.082288,503.158035
349,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,26.985417,17.221402,32.589369,4.966349,345.622717
350,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,21.523855,14.487453,37.028650,2.897016,304.920455
351,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,32.110786,16.980107,38.802431,2.670917,372.384346
352,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,30.381411,12.663038,36.272289,4.184961,485.157616
353,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,23.463776,7.838126,28.769444,3.457459,453.006254
354,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,33.105510,14.731035,35.209561,2.345999,635.744621
355,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,32.209285,9.189112,27.660787,4.094966,459.020540
356,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,29.402171,18.171125,32.110200,4.777519,504.276271
357,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,35.644918,8.203443,25.357854,2.432285,359.782773
358,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,28.583945,11.944245,26.228094,5.035191,481.555043
359,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,30.557364,13.634612,34.322821,3.056892,632.968263
360,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,29.673025,11.555487,33.433193,4.616816,744.746489
361,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,36.372414,12.010782,31.327856,3.705228,293.862060
362,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,36.126909,15.083477,27.227812,4.402575,614.747226
363,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,33.374665,12.252612,34.720876,2.643136,592.230549
364,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,33.871735,10.581796,32.547246,4.663528,597.141735
